CustomerID,Total_Orders,Total_Revenue,First_Purchase,Last_Purchase,Recency,F_score,M_score,R_score,RFM_Score,Segment,Days_Since_Last_Purchase,Churned
12403.0,1,427.7,2011-10-21 10:51:00,2011-10-21 10:51:00,49,1,2,3,312,One-Time Buyers,49,False
12405.0,1,1710.39,2011-07-14 08:52:00,2011-07-14 08:52:00,148,1,4,4,414,One-Time Buyers,148,True
12406.0,2,3415.3,2011-06-09 10:23:00,2011-11-17 19:22:00,21,1,5,2,215,At Risk,21,False
12407.0,5,1708.1200000000001,2011-03-20 13:21:00,2011-10-21 10:11:00,49,3,4,3,334,Regular,49,False
12408.0,5,2888.55,2011-03-24 14:46:00,2011-11-07 12:27:00,32,3,5,2,235,At Risk,32,False
12409.0,3,11072.67,2011-06-10 12:19:00,2011-09-22 10:38:00,78,2,5,4,425,Regular,78,False
12410.0,2,693.3299999999999,2011-02-04 10:38:00,2011-02-04 10:39:00,308,1,3,5,513,One-Time Buyers,308,True
12412.0,3,1226.88,2011-06-23 13:51:00,2011-09-26 10:16:00,74,2,4,4,424,Regular,74,False
12413.0,3,758.1,2011-01-06 16:12:00,2011-10-04 09:00:00,66,2,3,3,323,Regular,66,False
12414.0,3,562.41,2011-02-02 14:51:00,2011-05-06 14:51:00,216,2,3,5,523,Regular,216,True
12415.0,21,124914.53,2011-01-06 11:12:00,2011-11-15 14:22:00,23,4,5,2,245,Loyal Customers,23,False
12417.0,9,3649.1,2010-12-17 11:51:00,2011-12-06 14:52:00,2,4,5,1,145,Loyal Customers,2,False
12418.0,1,668.58,2011-08-19 11:08:00,2011-08-19 11:08:00,112,1,3,4,413,One-Time Buyers,112,True
12420.0,1,600.39,2011-10-07 08:55:00,2011-10-07 08:55:00,63,1,3,3,313,One-Time Buyers,63,False
12421.0,4,807.04,2011-01-24 15:09:00,2011-11-24 09:07:00,15,3,3,2,233,At Risk,15,False
12422.0,3,803.5600000000001,2011-01-19 09:13:00,2011-09-05 09:48:00,95,2,3,4,423,Regular,95,True
12423.0,8,1859.31,2010-12-21 10:54:00,2011-12-09 10:10:00,0,4,4,1,144,Loyal Customers,0,False
12424.0,2,1760.96,2011-06-30 12:06:00,2011-06-30 12:06:00,162,1,4,4,414,One-Time Buyers,162,True
12425.0,1,777.2,2011-09-22 17:31:00,2011-09-22 17:31:00,77,1,3,4,413,One-Time Buyers,77,False
12426.0,1,582.73,2011-05-29 12:26:00,2011-05-29 12:26:00,194,1,3,5,513,One-Time Buyers,194,True
12427.0,3,825.8,2010-12-03 10:44:00,2011-11-18 08:56:00,21,2,3,2,223,At Risk,21,False
12428.0,9,7956.46,2011-03-01 09:33:00,2011-11-14 08:22:00,25,4,5,2,245,Loyal Customers,25,False
12429.0,4,3750.4,2010-12-09 12:05:00,2011-11-30 17:22:00,8,3,5,1,135,At Risk,8,False
12430.0,1,256.4,2011-10-27 15:09:00,2011-10-27 15:09:00,42,1,2,3,312,One-Time Buyers,42,False
12431.0,15,6487.45,2010-12-01 10:03:00,2011-11-04 11:55:00,35,4,5,3,345,Loyal Customers,35,False
12432.0,5,5059.32,2011-06-20 13:27:00,2011-10-28 11:43:00,42,3,5,3,335,Regular,42,False
12433.0,7,13375.87,2010-12-01 13:24:00,2011-12-09 10:02:00,0,4,5,1,145,Loyal Customers,0,False
12434.0,2,806.14,2011-03-24 13:05:00,2011-09-16 12:38:00,84,1,3,4,413,One-Time Buyers,84,False
12435.0,2,7829.89,2011-03-17 07:40:00,2011-09-21 09:06:00,79,1,5,4,415,One-Time Buyers,79,False
12436.0,1,509.01,2011-09-01 12:09:00,2011-09-01 12:09:00,99,1,3,4,413,One-Time Buyers,99,True
12437.0,18,4951.41,2011-01-12 14:13:00,2011-12-08 11:35:00,1,4,5,1,145,Loyal Customers,1,False
12438.0,2,2906.85,2011-07-22 13:29:00,2011-11-25 13:28:00,13,1,5,2,215,At Risk,13,False
12441.0,1,173.55,2010-12-08 10:45:00,2010-12-08 10:45:00,366,1,1,5,511,One-Time Buyers,366,True
12442.0,1,172.06,2011-12-06 14:22:00,2011-12-06 14:22:00,2,1,1,1,111,At Risk,2,False
12444.0,5,5005.46,2011-06-21 14:00:00,2011-11-18 13:23:00,20,3,5,2,235,At Risk,20,False
12445.0,1,133.4,2011-11-17 18:43:00,2011-11-17 18:43:00,21,1,1,2,211,At Risk,21,False
12446.0,1,1002.3100000000001,2011-10-13 12:50:00,2011-10-13 12:50:00,57,1,4,3,314,One-Time Buyers,57,False
12447.0,1,476.49,2011-04-10 13:25:00,2011-04-10 13:25:00,242,1,2,5,512,One-Time Buyers,242,True
12448.0,1,449.45,2011-10-26 13:46:00,2011-10-26 13:46:00,43,1,2,3,312,One-Time Buyers,43,False
12449.0,4,4067.29,2011-06-05 15:37:00,2011-11-17 13:46:00,21,3,5,2,235,At Risk,21,False
12450.0,2,197.88,2011-06-19 14:36:00,2011-07-06 14:41:00,155,1,1,4,411,One-Time Buyers,155,True
12451.0,5,9035.52,2011-01-19 09:05:00,2011-11-29 08:40:00,10,3,5,1,135,At Risk,10,False
12452.0,2,430.57,2011-11-23 08:05:00,2011-11-23 10:28:00,16,1,2,2,212,At Risk,16,False
12453.0,1,707.09,2011-07-28 14:08:00,2011-07-28 14:08:00,133,1,3,4,413,One-Time Buyers,133,True
12454.0,1,3528.34,2011-10-14 17:13:00,2011-10-14 17:13:00,55,1,5,3,315,One-Time Buyers,55,False
12455.0,6,2466.86,2011-02-16 09:56:00,2011-09-27 15:31:00,72,3,5,4,435,Regular,72,False
12456.0,3,3181.04,2011-03-30 09:12:00,2011-10-26 14:41:00,43,2,5,3,325,Regular,43,False
12457.0,7,2363.23,2011-04-14 18:57:00,2011-10-04 13:13:00,65,4,5,3,345,Loyal Customers,65,False
12458.0,2,947.4,2011-02-28 10:55:00,2011-09-29 15:25:00,70,1,4,3,314,One-Time Buyers,70,False
12461.0,2,826.88,2011-07-08 10:23:00,2011-09-06 16:57:00,93,1,3,4,413,One-Time Buyers,93,True
12462.0,2,1189.59,2011-02-09 14:44:00,2011-11-21 09:11:00,18,1,4,2,214,At Risk,18,False
12463.0,4,1344.78,2011-04-12 12:47:00,2011-10-17 13:44:00,52,3,4,3,334,Regular,52,False
12464.0,8,1212.05,2011-02-03 13:30:00,2011-11-29 13:33:00,9,4,4,1,144,Loyal Customers,9,False
12465.0,2,742.1899999999999,2011-06-23 13:37:00,2011-11-22 16:34:00,16,1,3,2,213,At Risk,16,False
12468.0,2,729.5400000000001,2011-01-27 13:29:00,2011-06-05 11:36:00,187,1,3,5,513,One-Time Buyers,187,True
12471.0,30,19824.05,2010-12-10 09:35:00,2011-12-07 15:43:00,1,4,5,1,145,Loyal Customers,1,False
12472.0,7,6572.11,2010-12-05 14:19:00,2011-11-07 14:01:00,31,4,5,2,245,Loyal Customers,31,False
12473.0,5,3938.5499999999997,2011-06-01 10:15:00,2011-11-10 13:46:00,28,3,5,2,235,At Risk,28,False
12474.0,18,7375.79,2011-01-14 10:06:00,2011-11-22 14:39:00,16,4,5,2,245,Loyal Customers,16,False
12475.0,1,723.38,2011-10-17 10:10:00,2011-10-17 10:10:00,53,1,3,3,313,One-Time Buyers,53,False
12476.0,11,6816.42,2010-12-13 14:39:00,2011-11-24 12:40:00,15,4,5,2,245,Loyal Customers,15,False
12477.0,6,13219.74,2011-02-11 12:45:00,2011-11-17 09:51:00,22,3,5,2,235,At Risk,22,False
12478.0,1,680.99,2011-12-06 09:56:00,2011-12-06 09:56:00,3,1,3,1,113,At Risk,3,False
12479.0,1,527.2,2011-11-28 13:26:00,2011-11-28 13:26:00,10,1,3,1,113,At Risk,10,False
12480.0,4,3281.63,2011-01-07 15:27:00,2011-11-11 14:52:00,27,3,5,2,235,At Risk,27,False
12481.0,10,5596.32,2010-12-09 10:13:00,2011-11-17 08:29:00,22,4,5,2,245,Loyal Customers,22,False
12483.0,8,2484.98,2011-01-04 14:20:00,2011-11-22 17:02:00,16,4,5,2,245,Loyal Customers,16,False
12484.0,6,4541.72,2011-01-07 14:04:00,2011-11-07 11:37:00,32,3,5,2,235,At Risk,32,False
12488.0,3,1298.66,2011-09-25 10:34:00,2011-11-30 08:50:00,9,2,4,1,124,At Risk,9,False
12489.0,1,334.93,2011-01-07 13:13:00,2011-01-07 13:13:00,335,1,2,5,512,One-Time Buyers,335,True
12490.0,10,5417.93,2011-01-14 09:13:00,2011-12-04 16:07:00,4,4,5,1,145,Loyal Customers,4,False
12491.0,1,460.40000000000003,2011-11-01 12:18:00,2011-11-01 12:18:00,38,1,2,3,312,One-Time Buyers,38,False
12492.0,2,263.21000000000004,2011-08-26 14:51:00,2011-10-07 15:15:00,62,1,2,3,312,One-Time Buyers,62,False
12493.0,2,433.74,2011-05-26 14:53:00,2011-06-27 10:17:00,165,1,2,4,412,One-Time Buyers,165,True
12494.0,7,1246.1000000000001,2010-12-09 11:31:00,2011-11-24 09:34:00,15,4,4,2,244,Loyal Customers,15,False
12497.0,1,1043.1,2011-09-19 12:29:00,2011-09-19 12:29:00,81,1,4,4,414,One-Time Buyers,81,False
12498.0,3,403.70000000000005,2011-10-13 09:30:00,2011-11-18 12:53:00,20,2,2,2,222,At Risk,20,False
12500.0,11,4257.82,2011-01-10 09:48:00,2011-11-16 16:20:00,22,4,5,2,245,Loyal Customers,22,False
12501.0,1,2169.39,2011-01-07 12:28:00,2011-01-07 12:28:00,336,1,5,5,515,One-Time Buyers,336,True
12502.0,5,3723.87,2011-02-03 10:41:00,2011-09-05 11:52:00,95,3,5,4,435,Regular,95,True
12504.0,2,482.04999999999995,2011-11-09 14:56:00,2011-11-21 16:02:00,17,1,2,2,212,At Risk,17,False
12506.0,1,73.5,2011-04-21 08:54:00,2011-04-21 08:54:00,232,1,1,5,511,One-Time Buyers,232,True
12507.0,3,1304.81,2011-02-14 09:24:00,2011-07-28 17:09:00,133,2,4,4,424,Regular,133,True
12508.0,2,398.27,2011-11-10 16:27:00,2011-11-13 15:37:00,25,1,2,2,212,At Risk,25,False
12509.0,1,176.5,2011-02-28 14:45:00,2011-02-28 14:45:00,283,1,1,5,511,One-Time Buyers,283,True
12510.0,2,982.5699999999999,2011-01-18 14:04:00,2011-07-20 10:15:00,142,1,4,4,414,One-Time Buyers,142,True
12512.0,2,138.03,2011-10-04 14:53:00,2011-10-04 14:55:00,65,1,1,3,311,One-Time Buyers,65,False
12513.0,1,612.29,2011-08-19 10:51:00,2011-08-19 10:51:00,112,1,3,4,413,One-Time Buyers,112,True
12514.0,1,1017.68,2011-03-17 16:38:00,2011-03-17 16:38:00,266,1,4,5,514,One-Time Buyers,266,True
12515.0,1,383.7,2010-12-21 15:43:00,2010-12-21 15:43:00,352,1,2,5,512,One-Time Buyers,352,True
12516.0,2,1312.06,2011-06-12 11:37:00,2011-09-23 09:13:00,77,1,4,4,414,One-Time Buyers,77,False
12517.0,5,2502.84,2011-06-02 15:13:00,2011-11-11 14:04:00,27,3,5,2,235,At Risk,27,False
12518.0,5,2056.89,2011-08-21 13:18:00,2011-12-09 10:13:00,0,3,4,1,134,At Risk,0,False
12519.0,1,340.84,2011-10-07 09:26:00,2011-10-07 09:26:00,63,1,2,3,312,One-Time Buyers,63,False
12520.0,5,2634.26,2011-03-11 11:35:00,2011-09-21 15:23:00,78,3,5,4,435,Regular,78,False
12521.0,1,599.68,2011-07-20 10:51:00,2011-07-20 10:51:00,142,1,3,4,413,One-Time Buyers,142,True
12522.0,2,192.72,2011-10-19 14:41:00,2011-10-31 15:30:00,38,1,1,3,311,One-Time Buyers,38,False
12523.0,11,1789.77,2011-01-12 09:43:00,2011-11-20 12:55:00,18,4,4,2,244,Loyal Customers,18,False
12524.0,8,4485.72,2011-01-10 10:35:00,2011-11-30 15:31:00,8,4,5,1,145,Loyal Customers,8,False
12526.0,3,1316.66,2011-09-06 14:19:00,2011-12-09 12:09:00,0,2,4,1,124,At Risk,0,False
12527.0,3,348.71000000000004,2011-01-18 12:05:00,2011-09-19 11:55:00,81,2,2,4,422,Regular,81,False
12528.0,6,1933.48,2011-01-31 09:05:00,2011-11-30 14:40:00,8,3,4,1,134,At Risk,8,False
12530.0,4,1662.28,2011-01-07 10:04:00,2011-10-11 12:34:00,59,3,4,3,334,Regular,59,False
12531.0,1,125.22,2011-11-25 11:12:00,2011-11-25 11:12:00,14,1,1,2,211,At Risk,14,False
12532.0,1,349.83000000000004,2011-11-09 13:47:00,2011-11-09 13:47:00,29,1,2,2,212,At Risk,29,False
12534.0,1,1089.18,2011-08-01 10:26:00,2011-08-01 10:26:00,130,1,4,4,414,One-Time Buyers,130,True
12535.0,2,716.35,2011-06-06 12:47:00,2011-09-09 08:48:00,91,1,3,4,413,One-Time Buyers,91,True
12536.0,3,12601.830000000002,2011-10-11 14:52:00,2011-10-27 14:20:00,42,2,5,3,325,Regular,42,False
12538.0,1,363.95,2011-11-10 17:16:00,2011-11-10 17:16:00,28,1,2,2,212,At Risk,28,False
12539.0,4,5568.35,2011-01-10 09:11:00,2011-11-17 13:30:00,21,3,5,2,235,At Risk,21,False
12540.0,17,13400.24,2010-12-13 09:39:00,2011-11-20 11:31:00,19,4,5,2,245,Loyal Customers,19,False
12541.0,3,981.18,2011-03-04 09:32:00,2011-11-10 10:40:00,29,2,4,2,224,At Risk,29,False
12544.0,1,372.7,2011-11-03 16:15:00,2011-11-03 16:15:00,35,1,2,3,312,One-Time Buyers,35,False
12545.0,2,1000.39,2011-03-25 12:04:00,2011-09-25 13:39:00,74,1,4,4,414,One-Time Buyers,74,False
12546.0,2,1161.5,2011-09-23 09:44:00,2011-10-24 12:09:00,46,1,4,3,314,One-Time Buyers,46,False
12547.0,2,207.79999999999998,2011-03-04 12:46:00,2011-05-26 12:38:00,197,1,1,5,511,One-Time Buyers,197,True
12548.0,1,95.19999999999999,2011-06-26 15:35:00,2011-06-26 15:35:00,165,1,1,4,411,One-Time Buyers,165,True
12550.0,1,964.83,2011-09-21 14:35:00,2011-09-21 14:35:00,78,1,4,4,414,One-Time Buyers,78,False
12551.0,1,168.0,2010-12-17 11:23:00,2010-12-17 11:23:00,357,1,1,5,511,One-Time Buyers,357,True
12552.0,2,437.82,2011-10-31 12:11:00,2011-11-01 10:02:00,38,1,2,3,312,One-Time Buyers,38,False
12553.0,10,3692.28,2011-01-14 10:42:00,2011-12-01 16:38:00,7,4,5,1,145,Loyal Customers,7,False
12556.0,2,603.71,2011-07-11 13:35:00,2011-10-20 13:06:00,49,1,3,3,313,One-Time Buyers,49,False
12557.0,5,11990.960000000001,2010-12-03 12:20:00,2011-11-23 16:59:00,15,3,5,2,235,At Risk,15,False
12558.0,1,269.96,2011-12-02 10:41:00,2011-12-02 10:41:00,7,1,2,1,112,At Risk,7,False
12559.0,2,561.71,2011-01-24 10:12:00,2011-02-02 09:49:00,310,1,3,5,513,One-Time Buyers,310,True
12560.0,3,2134.01,2011-07-19 15:55:00,2011-12-04 13:54:00,4,2,5,1,125,At Risk,4,False
12561.0,1,238.85,2011-02-10 11:39:00,2011-02-10 11:39:00,302,1,1,5,511,One-Time Buyers,302,True
12562.0,7,3781.7400000000002,2011-05-25 12:44:00,2011-12-01 17:20:00,7,4,5,1,145,Loyal Customers,7,False
12564.0,1,456.9,2011-03-23 14:55:00,2011-03-23 14:55:00,260,1,2,5,512,One-Time Buyers,260,True
12565.0,1,145.92,2011-02-24 10:34:00,2011-02-24 10:34:00,288,1,1,5,511,One-Time Buyers,288,True
12566.0,1,351.65,2011-09-14 14:30:00,2011-09-14 14:30:00,85,1,2,4,412,One-Time Buyers,85,False
12567.0,10,9401.28,2010-12-05 11:57:00,2011-11-17 11:02:00,22,4,5,2,245,Loyal Customers,22,False
12569.0,32,4124.69,2011-04-01 13:47:00,2011-12-07 16:24:00,1,4,5,1,145,Loyal Customers,1,False
12571.0,2,519.61,2011-08-10 12:35:00,2011-10-31 10:19:00,39,1,3,3,313,One-Time Buyers,39,False
12572.0,2,1020.42,2011-10-19 08:20:00,2011-12-01 09:20:00,8,1,4,1,114,At Risk,8,False
12573.0,1,160.54000000000002,2011-04-26 15:52:00,2011-04-26 15:52:00,226,1,1,5,511,One-Time Buyers,226,True
12574.0,1,218.45,2011-01-28 09:20:00,2011-01-28 09:20:00,315,1,1,5,511,One-Time Buyers,315,True
12576.0,5,1315.83,2011-02-08 11:31:00,2011-11-04 10:11:00,35,3,4,3,334,Regular,35,False
12577.0,3,657.8,2010-12-15 16:21:00,2011-11-04 13:24:00,34,2,3,3,323,Regular,34,False
12578.0,2,2794.51,2011-01-13 15:34:00,2011-11-18 13:30:00,20,1,5,2,215,At Risk,20,False
12579.0,1,440.42,2011-09-22 17:15:00,2011-09-22 17:15:00,77,1,2,4,412,One-Time Buyers,77,False
12580.0,1,415.7,2011-04-07 10:24:00,2011-04-07 10:24:00,246,1,2,5,512,One-Time Buyers,246,True
12581.0,1,197.71,2011-10-31 08:56:00,2011-10-31 08:56:00,39,1,1,3,311,One-Time Buyers,39,False
12582.0,2,511.36,2011-02-24 11:42:00,2011-04-15 08:45:00,238,1,3,5,513,One-Time Buyers,238,True
12583.0,15,7281.38,2010-12-01 08:45:00,2011-12-07 08:07:00,2,4,5,1,145,Loyal Customers,2,False
12584.0,9,2338.15,2011-03-04 15:15:00,2011-12-06 09:35:00,3,4,5,1,145,Loyal Customers,3,False
12585.0,2,2040.1,2010-12-23 12:58:00,2011-04-19 13:39:00,233,1,4,5,514,One-Time Buyers,233,True
12586.0,1,196.94000000000003,2011-11-22 16:24:00,2011-11-22 16:24:00,16,1,1,2,211,At Risk,16,False
12587.0,1,144.0,2011-12-02 12:47:00,2011-12-02 12:47:00,7,1,1,1,111,At Risk,7,False
12588.0,1,214.89999999999998,2011-10-31 15:01:00,2011-10-31 15:01:00,38,1,1,3,311,One-Time Buyers,38,False
12589.0,2,646.68,2011-07-18 12:05:00,2011-11-11 10:19:00,28,1,3,2,213,At Risk,28,False
12590.0,2,9864.26,2011-05-12 14:46:00,2011-05-12 14:52:00,210,1,5,5,515,One-Time Buyers,210,True
12591.0,1,452.84999999999997,2011-01-26 14:35:00,2011-01-26 14:35:00,316,1,2,5,512,One-Time Buyers,316,True
12592.0,2,437.6,2011-05-10 13:44:00,2011-09-08 15:04:00,91,1,2,4,412,One-Time Buyers,91,True
12593.0,3,418.09999999999997,2011-05-05 09:29:00,2011-08-23 12:43:00,108,2,2,4,422,Regular,108,True
12594.0,10,3338.2200000000003,2011-01-21 09:52:00,2011-11-02 12:20:00,37,4,5,3,345,Loyal Customers,37,False
12596.0,2,618.27,2011-04-11 13:22:00,2011-10-19 13:02:00,50,1,3,3,313,One-Time Buyers,50,False
12597.0,4,3811.22,2011-03-16 14:00:00,2011-11-20 13:33:00,18,3,5,2,235,At Risk,18,False
12598.0,8,3023.08,2011-02-28 11:58:00,2011-11-30 12:18:00,9,4,5,1,145,Loyal Customers,9,False
12599.0,7,1032.58,2011-02-08 13:28:00,2011-11-10 13:34:00,28,4,4,2,244,Loyal Customers,28,False
12600.0,10,2599.04,2010-12-03 12:57:00,2011-11-11 10:29:00,28,4,5,2,245,Loyal Customers,28,False
12601.0,5,577.0600000000001,2011-01-11 10:38:00,2011-06-03 10:17:00,189,3,3,5,533,Regular,189,True
12602.0,1,153.12,2011-10-12 11:22:00,2011-10-12 11:22:00,58,1,1,3,311,One-Time Buyers,58,False
12603.0,1,739.1999999999999,2011-11-18 10:42:00,2011-11-18 10:42:00,21,1,3,2,213,At Risk,21,False
12604.0,2,254.18,2011-03-23 12:06:00,2011-09-21 14:08:00,78,1,2,4,412,One-Time Buyers,78,False
12607.0,1,1579.51,2011-10-10 16:06:00,2011-10-10 16:06:00,59,1,4,3,314,One-Time Buyers,59,False
12609.0,3,1126.85,2011-01-25 15:13:00,2011-09-22 16:34:00,77,2,4,4,424,Regular,77,False
12610.0,5,2099.54,2011-08-05 13:52:00,2011-11-17 09:34:00,22,3,5,2,235,At Risk,22,False
12611.0,1,1193.32,2011-10-18 13:12:00,2011-10-18 13:12:00,51,1,4,3,314,One-Time Buyers,51,False
12612.0,1,704.0400000000001,2011-09-26 15:35:00,2011-09-26 15:35:00,73,1,3,4,413,One-Time Buyers,73,False
12613.0,5,3344.38,2011-03-22 15:42:00,2011-10-13 14:59:00,56,3,5,3,335,Regular,56,False
12614.0,1,315.6,2011-03-07 10:22:00,2011-03-07 10:22:00,277,1,2,5,512,One-Time Buyers,277,True
12615.0,4,2291.19,2011-06-24 13:35:00,2011-12-07 15:02:00,1,3,5,1,135,At Risk,1,False
12616.0,2,713.3,2011-02-15 14:17:00,2011-09-05 15:17:00,94,1,3,4,413,One-Time Buyers,94,True
12617.0,1,355.53,2011-11-10 14:39:00,2011-11-10 14:39:00,28,1,2,2,212,At Risk,28,False
12618.0,1,177.31,2011-11-18 11:10:00,2011-11-18 11:10:00,21,1,1,2,211,At Risk,21,False
12619.0,9,3641.24,2011-03-31 13:10:00,2011-11-23 14:52:00,15,4,5,2,245,Loyal Customers,15,False
12620.0,3,1339.41,2011-05-19 12:10:00,2011-11-25 10:20:00,14,2,4,2,224,At Risk,14,False
12621.0,20,13689.67,2010-12-09 10:16:00,2011-12-08 11:25:00,1,4,5,1,145,Loyal Customers,1,False
12622.0,1,180.1,2011-04-21 16:39:00,2011-04-21 16:39:00,231,1,1,5,511,One-Time Buyers,231,True
12623.0,1,305.1,2011-03-08 13:50:00,2011-03-08 13:50:00,275,1,2,5,512,One-Time Buyers,275,True
12624.0,2,641.13,2011-06-15 12:34:00,2011-08-25 15:04:00,105,1,3,4,413,One-Time Buyers,105,True
12625.0,2,2683.82,2011-01-24 13:27:00,2011-05-12 09:54:00,211,1,5,5,515,One-Time Buyers,211,True
12626.0,9,6620.48,2011-01-17 11:01:00,2011-11-16 16:06:00,22,4,5,2,245,Loyal Customers,22,False
12627.0,7,4478.53,2011-07-22 13:59:00,2011-11-29 12:07:00,10,4,5,1,145,Loyal Customers,10,False
12628.0,3,786.46,2011-10-06 09:28:00,2011-12-05 13:15:00,3,2,3,1,123,At Risk,3,False
12630.0,2,1270.88,2011-10-27 10:41:00,2011-11-30 10:48:00,9,1,4,1,114,At Risk,9,False
12631.0,1,640.5,2011-10-13 13:53:00,2011-10-13 13:53:00,56,1,3,3,313,One-Time Buyers,56,False
